ResponseDate,CompletionDate,Q1_Property,Q2_PropType,Q3_CityContact,Agreement_City staff treated me fairly and with respect.,Agreement_City staff were knowledgeable.,Agreement_City staff exceeded my expectations.,Agreement_City staff were responsive.,Agreement_I was able to get service without difficulty.,Agreement_I received a response to my inquiry in a timely manner.,Agreement_The response I received provided me with the information I required.,"Agreement_Overall, I was satisfied with the quality of customer service I received.",Timely,Timely_Other (please specify),Experience,Who,Q4_PropNotice,Q5_CommsAgreement_The City’s assessment team provides a valuable public service,Q5_CommsAgreement_The City’s assessment team does a good job assigning property values,Q5_CommsAgreement_The City’s assessment team is a good resource for property information,Q5_CommsAgreement_Property assessment notice is easy to understand,Q5_CommsAgreement_Property assessment notice clearly describes how to file a formal complaint or request a review,Q5_CommsAgreement_Property assessment notice clearly states how to contact the City,Q5_CommsAgreement_Property assessment notice provides all the information required,Q5_CommsAgreement_The assessed value of my property is fair,Q5_CommsAgreement_The assessed value of my property is accurate,Q5_CommsAgreement_The use of sale prices of similar properties to estimate property values is fair,"Q5_CommsAgreement_Overall, I’m satisfied with access to property assessment information",Q7_Online,Q8_OnlineAgreement_It was easy to find information on Edmonton.ca/assessment,Q8_OnlineAgreement_Edmonton.ca/assessment had the information I needed,Q8_OnlineAgreement_Edmonton.ca/assessment is easy to use,Q8_OnlineAgreement_Edmonton.ca/assessment is useful to me,Q10_Contact_Phone,Q10_Contact_Email,Q10_Contact_Text message,Q10_Contact_In person,Q10_Contact_Mail,Q10_Contact_Online service,OSType,DeviceType,BrowserType,Q3_Own_Rent (Source: Profiling Questionnaire 2014),GENDER (Source: Profiling Questionnaire 2014),Q7_Children (Source: Profiling Questionnaire 2014),Q8_Born_Canada (Source: Profiling Questionnaire 2014),Q9a_Edmonton (Source: Profiling Questionnaire 2014),Q10_Own_Business (Source: Profiling Questionnaire 2014),Q11_Home_Language (Source: Profiling Questionnaire 2014),Q13_Volunteer (Source: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Source: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Source: Profiling Questionnaire 2014),Q15_Household_Income (Source: Profiling Questionnaire 2014),Q16_Education (Source: Profiling Questionnaire 2014),Q17_City_Employee (Source: Profiling Questionnaire 2014),FSA (Source: Profiling Questionnaire 2014),Age_Rollup_Detailed (Source: Profiling Questionnaire 2014)
01/09/2018 06:48:00 PM,01/09/2018 11:25:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,0,0,0,0,0,1,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",University undergraduate degree,No,T5Z,55-59
01/09/2018 11:33:00 PM,01/09/2018 11:51:00 PM,Yes,Residential property,Within the last year,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,,,Positive,City assessor,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,0,1,0,0,0,0,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,No,T5M,60-64
01/09/2018 11:00:00 PM,01/09/2018 11:32:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,1 Strongly disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,3 Neither agree nor disagree,No,,,,,0,1,0,1,0,1,Mac (OS X),Desktop,Safari,Own,Male,No,No,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Bicycle,"$80,000 to $99,999",College / technical school graduate,,T6K,50-54
01/10/2018 05:03:00 AM,01/10/2018 05:24:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,No,,,,,1,1,0,1,0,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,College / technical school graduate,No,T5R,60-64
01/12/2018 10:09:00 PM,01/12/2018 10:49:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$40,000 to $49,999",Post-graduate degree,No,T6G,25-29
01/10/2018 03:37:00 AM,01/10/2018 05:13:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,No,,,,,0,0,0,1,0,0,Mac (OS X),Desktop,Firefox,Own,Female,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",Post-graduate degree,,T6H,80 and over
01/11/2018 04:27:00 PM,01/11/2018 04:36:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,No,,,,,1,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,Yes,T6L,35-39
01/09/2018 06:19:00 PM,01/09/2018 06:33:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,1,1,0,0,0,0,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Less than 1 year,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,Yes,T5T,35-39
01/10/2018 09:57:00 PM,01/10/2018 10:06:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$80,000 to $99,999",Post-graduate degree,Yes,T6C,35-39
01/10/2018 05:49:00 PM,01/10/2018 06:04:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Other (Specify),Prefer not to answer,High school graduate,No,T6C,35-39
01/12/2018 08:41:00 PM,01/13/2018 05:12:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,Phone,Safari,Rent,Female,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",Post-graduate degree,No,T5J,40-44
01/09/2018 11:56:00 PM,01/10/2018 12:04:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,No,T6R,55-59
01/10/2018 11:07:00 PM,01/10/2018 11:15:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,High school graduate,,T6R,18-24
01/10/2018 02:36:00 PM,01/10/2018 02:51:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Between 3 to 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",College / technical school graduate,,T6R,55-59
01/09/2018 06:43:00 PM,01/09/2018 07:08:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,0,0,0,0,1,0,Windows,Desktop,Google Chrome,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$20,000 to $29,999",High school graduate,,T5P,80 and over
01/09/2018 08:28:00 PM,01/09/2018 08:49:00 PM,Yes,Residential property,Within the last year,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,,,Neutral,I don’t know,No,,,,,,,,,,,,No,,,,,1,0,0,1,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,University undergraduate degree,,T6R,65-69
01/13/2018 02:14:00 AM,01/13/2018 02:30:00 AM,Yes,Residential property,Within the last year,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,Within 3 days,,Neutral,City assessor,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,0,0,0,1,0,0,Windows,Desktop,Google Chrome,Own,I prefer not to answer,No,Yes,Greater than 5 years,No,English,No,Walk,Car/truck/Van as DRIVER,Prefer not to answer,University undergraduate degree,,T6G,65-69
01/09/2018 11:20:00 PM,01/09/2018 11:33:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,Yes,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,1,1,0,0,0,1,Windows,Desktop,Firefox,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",Post-graduate degree,,T6G,70-74
01/11/2018 10:27:00 PM,01/11/2018 10:36:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Between 3 to 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,Post-graduate degree,,T6H,60-64
01/10/2018 02:29:00 AM,01/10/2018 02:36:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,Doesn't apply,5 Strongly agree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$20,000 to $29,999",University undergraduate degree,,T6E,45-49
01/09/2018 09:21:00 PM,01/09/2018 10:18:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$60,000 to $79,999",College / technical school graduate,Yes,T6V,35-39
01/10/2018 03:48:00 AM,01/10/2018 04:05:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,1,0,0,0,0,1,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T5H,50-54
01/12/2018 05:04:00 PM,01/12/2018 05:07:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",University undergraduate degree,No,T5K,25-29
01/12/2018 04:05:00 PM,01/12/2018 04:48:00 PM,Yes,Residential property,Within the last year,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,Other (please specify),"when in person, no phone call",Neutral,City assessor,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,Yes,T5Y,40-44
01/12/2018 11:55:00 PM,01/13/2018 12:06:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android,Phone,Google Chrome,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$50,000 to $59,999",Post-graduate degree,,T5H,55-59
01/09/2018 11:58:00 PM,01/10/2018 12:09:00 AM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,Doesn't apply,Doesn't apply,Doesn't apply,3 Neither agree nor disagree,Yes,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,0,1,0,0,0,1,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Walk,"$40,000 to $49,999",College / technical school graduate,No,T5L,45-49
01/09/2018 07:29:00 PM,01/09/2018 07:38:00 PM,Yes,Residential property,Within the last three years,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,,,Neutral,Both,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,1,0,1,0,0,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Between 1 to 2 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",Post-graduate degree,No,T6E,35-39
01/12/2018 05:32:00 PM,01/12/2018 05:53:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/van as PASSENGER,Public Transit,"$60,000 to $79,999",High school graduate,,T6L,65-69
01/09/2018 08:32:00 PM,01/09/2018 08:40:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,3 Neither agree nor disagree,Doesn't apply,Doesn't apply,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$40,000 to $49,999",University undergraduate degree,No,T5M,40-44
01/09/2018 08:51:00 PM,01/09/2018 08:58:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Public Transit,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,Yes,T6A,35-39
01/09/2018 11:08:00 PM,01/10/2018 02:07:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,Doesn't apply,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",College / technical school graduate,,T6X,65-69
01/09/2018 09:20:00 PM,01/09/2018 09:26:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$150,000 and over",Post-graduate degree,No,T6G,35-39
01/14/2018 06:23:00 PM,01/14/2018 06:45:00 PM,Yes,Residential property,Within the last three years,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,Within the day of first contact,,Positive,City assessor,Yes,5 Strongly agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,0,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",University undergraduate degree,,T5K,60-64
01/11/2018 01:56:00 AM,01/11/2018 02:31:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android,Phone,Google Chrome,Rent,I prefer not to answer,No,Yes,Greater than 5 years,No,English,No,Public Transit,Car/truck/Van as DRIVER,"$80,000 to $99,999",College / technical school graduate,No,T5H,35-39
01/12/2018 05:03:00 PM,01/12/2018 05:13:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,1,0,1,1,1,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",High school graduate,,T5K,60-64
01/11/2018 03:31:00 AM,01/11/2018 03:53:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,No,,,,,1,1,0,0,0,1,iOS,Tablet,Safari,Own,Female,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",University undergraduate degree,,T6R,75-79
01/09/2018 09:40:00 PM,01/09/2018 10:06:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,0,0,1,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,Prefer not to answer,College / technical school graduate,,T6L,60-64
01/15/2018 05:24:00 AM,01/15/2018 05:31:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,1 Strongly disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,1 Strongly disagree,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,1,1,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Between 1 to 2 years,No,English,Yes,Public Transit,Car/truck/Van as DRIVER,Prefer not to answer,Post-graduate degree,No,T5L,35-39
01/10/2018 03:08:00 PM,01/10/2018 03:27:00 PM,Yes,Residential property,Within the last three years,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,Within 3 days,,Neutral,I don’t know,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Male,No,No,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$100,000 to $149,000",College / technical school graduate,,T6R,75-79
01/09/2018 07:17:00 PM,01/09/2018 07:38:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Walk,Car/truck/Van as DRIVER,"$80,000 to $99,999",University undergraduate degree,,T5N,75-79
01/12/2018 05:11:00 AM,01/12/2018 06:14:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Firefox,Own,Female,No,No,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$40,000 to $49,999",High school graduate,No,T5P,65-69
01/09/2018 06:16:00 PM,01/09/2018 07:42:00 PM,Yes,Residential property,Within the last three years,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,,,Positive,City assessor,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,1,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T6G,45-49
